Ranking,Country,Region,Happiness_Score,GDP_per_capita,Social_Support,Healthy_Life_Expectancy,Freedom,Generosity,Corruption,Year,GDP_Growth,Inflation,Unemployment
56,Jamaica,Latin America and Caribbean,5.8898,4.93592,0.91008,73,0.77563,0.18897,0.06239,2019,1.69497447065874,2.63698828375445,4.987
57,Mauritius,Sub-Saharan Africa,5.8882,6.64941,0.86328,72,0.78911,0.38051,0.1315,2019,2.85812532389771,-0.523204883579993,6.331
58,Japan,East Asia,5.8861,7.87667,0.87371,78,0.70489,0.12169,0.30974,2019,-0.262170828573062,0.634803165679926,2.351
59,Honduras,Latin America and Caribbean,5.8604,3.81447,0.76135,73,0.8034,0.4342,0.17303,2019,0.71936151617345,3.35874088466439,5.698
60,Kazakhstan,Commonwealth of Independent States,5.8088,6.96798,0.9286,71,0.64928,0.25759,0.21276,2019,2.99405538115775,7.63328623733945,4.8
61,Bolivia,Latin America and Caribbean,5.7793,4.60595,0.74474,71,0.81029,0.24135,0.14237,2019,0.0889440250061426,-0.176747180072923,3.682
62,Hungary,Central and Eastern Europe,5.7583,7.13196,0.86823,73,0.31589,0.14246,0.04367,2019,5.2087641343076,4.75293653395626,3.411
63,Paraguay,Latin America and Caribbean,5.7427,5.07969,0.90866,72,0.81454,0.32465,0.17726,2019,-1.74219112721019,3.06187945461889,6.595
65,Peru,Latin America and Caribbean,5.6971,5.69922,0.78446,73,0.72005,0.14743,0.0605,2019,0.502286291227506,1.87221626775495,3.379
66,Portugal,Western Europe,5.6925,7.24859,0.88123,76,0.80494,0.08274,0.05515,2019,2.72130207848775,1.83436824863219,6.422
67,Pakistan,South Asia,5.653,4.01712,0.54585,68,0.49627,0.38947,0.21627,2019,0.778096107046181,9.03633484170507,4.83
69,Philippines,Southeast Asia,5.6314,4.79405,0.79609,70,0.88426,0.20728,0.23638,2019,4.83577546655691,0.697076297419486,2.237
70,Serbia,Central and Eastern Europe,5.603,5.96054,0.85176,73,0.44733,0.24171,0.08527,2019,5.31381889246718,2.34783114136296,10.395
71,Moldova,Central and Eastern Europe,5.5285,4.06975,0.8179,71,0.38855,0.31909,0.0,2019,5.22280984962049,5.35171200346649,1.502
72,Libya,Middle East and North Africa,5.5253,6.19944,0.80267,70,0.6592,0.23451,0.3355,2019,-12.4989174222368,4.17567264236536,19.087
73,Montenegro,Central and Eastern Europe,5.5229,6.23809,0.83806,74,0.31198,0.25141,0.17662,2019,4.34144828521134,1.98448658135133,15.128
74,Tajikistan,Commonwealth of Independent States,5.4673,2.92809,0.67599,71,0.61554,0.40597,0.31779,2019,4.89098971791482,3.65868395013121,7.026
75,Croatia,Central and Eastern Europe,5.4318,6.8564,0.77959,75,0.46916,0.21106,0.04876,2019,4.12969919836404,1.98621613216514,6.551
77,Dominican Republic,Latin America and Caribbean,5.4253,6.02949,0.86316,72,0.78716,0.19959,0.224,2019,3.81572682273033,3.59545070493974,6.356
78,Bosnia and Herzegovina,Central and Eastern Europe,5.3865,5.61179,0.74622,73,0.33634,0.46461,0.0122,2019,4.16109545157208,2.47296991734278,15.692
80,Malaysia,Southeast Asia,5.3388,7.24775,0.72134,73,0.80502,0.45962,0.05367,2019,2.75950122381441,0.0718269093121364,3.33
81,Belarus,Commonwealth of Independent States,5.3225,6.33591,0.90256,72,0.37207,0.16636,0.31278,2019,1.6513675093432,8.57698909105054,4.165
82,Greece,Middle East and North Africa,5.2867,7.01463,0.71213,76,0.10625,0.0,0.07604,2019,2.38497557963629,0.245015781395267,17.045
83,Mongolia,East Asia,5.2854,5.62809,0.94271,70,0.50144,0.41571,0.08387,2019,3.67988421239794,9.97221325666415,9.024
85,Nigeria,Sub-Saharan Africa,5.2646,4.1353,0.68429,62,0.67486,0.38055,0.09018,2019,-0.0100047593980293,55.4448840564536,5.206
87,Turkmenistan,Commonwealth of Independent States,5.2467,6.24402,0.94744,70,0.62493,0.43133,0.06129,2019,3.98119112698603,4.38275226849976,4.035
89,Morocco,Middle East and North Africa,5.2081,4.75742,0.48163,72,0.66156,0.06292,0.16807,2019,1.81642055572905,0.816805456485284,9.191
90,Azerbaijan,Commonwealth of Independent States,5.2077,6.19207,0.70664,72,0.55679,0.06269,0.40235,2019,1.61582943287135,-0.221652784964604,5.0
91,Lebanon,Middle East and North Africa,5.1973,5.86005,0.75397,73,0.34181,0.2935,0.06047,2019,-3.87037166908469,4.09482315573024,11.301
92,Indonesia,Southeast Asia,5.1924,5.52577,0.74068,70,0.77722,0.88037,0.06293,2019,4.0413041818536,1.59848849984144,3.59
93,China,East Asia,5.1909,6.1072,0.69274,74,0.82563,0.10213,0.22006,2019,5.6929006014863,1.31550650702985,4.56
95,Bhutan,South Asia,5.0821,4.82921,0.81345,69,0.72324,0.65477,0.36937,2019,5.05479153201512,3.10800837414914,2.72
96,Cameroon,Sub-Saharan Africa,5.0437,3.25968,0.56053,64,0.60354,0.33027,0.08126,2019,0.636415290549962,1.16977181911541,3.632
97,Bulgaria,Central and Eastern Europe,5.011,6.4813,0.93211,73,0.49234,0.14269,0.00963,2019,5.26897872493906,5.28264487384197,4.148
98,Ghana,Sub-Saharan Africa,4.9963,3.63001,0.53458,67,0.60278,0.43227,0.08735,2019,4.39063133478864,8.48107029698721,3.067
100,Nepal,South Asia,4.9127,2.64596,0.75482,70,0.69592,0.50315,0.19689,2019,5.40192160337148,4.69115593292496,10.477
101,Jordan,Middle East and North Africa,4.9057,4.97014,0.75424,73,0.60687,0.19416,0.28725,2019,-0.247049289948436,0.844355656854063,16.801
102,Benin,Sub-Saharan Africa,4.8832,2.33522,0.26943,65,0.55357,0.30998,0.18011,2019,3.98211326561793,-0.39755379308734,1.214
104,Gabon,Sub-Saharan Africa,4.7992,6.27431,0.72853,68,0.46681,0.07572,0.12067,2019,1.38257599119697,1.54748519798422,20.371
106,South Africa,Sub-Saharan Africa,4.7222,5.6985,0.83188,66,0.61682,0.22973,0.1209,2019,-1.3803610544763,4.61352469052481,28.468
107,Albania,Central and Eastern Europe,4.7186,5.6238,0.52208,74,0.60727,0.31487,0.05983,2019,3.64975808463876,1.00063285556122,11.466
109,Cambodia,Southeast Asia,4.6998,3.40725,0.69131,69,0.9643,0.40945,0.13605,2019,6.58272364852731,2.79255741070172,0.119
111,Senegal,Sub-Saharan Africa,4.6811,2.67179,0.69857,68,0.46206,0.27053,0.15857,2019,1.80892290260792,2.08580185181253,2.863
113,Namibia,Sub-Saharan Africa,4.6392,5.21667,0.80855,66,0.63509,0.12383,0.1242,2019,-3.57649160039189,0.926315844160413,19.929
114,Niger,Sub-Saharan Africa,4.6275,0.81981,0.47646,64,0.50436,0.33213,0.22608,2019,2.43270218960372,-0.0243827627404585,0.531
115,Burkina Faso,Sub-Saharan Africa,4.5868,1.96485,0.65033,65,0.40323,0.31338,0.25001,2019,3.24391866186016,0.51290051556127,4.493
116,Armenia,Commonwealth of Independent States,4.5594,5.04787,0.64973,73,0.44773,0.16795,0.14093,2019,7.83608438672164,1.06562263923419,18.304
118,Guinea,Sub-Saharan Africa,4.5344,2.25548,0.51041,65,0.52656,0.36503,0.1907,2019,2.9464024435663,9.40290766328131,5.018
119,Georgia,Commonwealth of Independent States,4.5191,5.26021,0.40997,72,0.54832,0.07627,0.36187,2019,5.56167165873158,3.99568034557234,11.565
121,Kenya,Sub-Saharan Africa,4.5086,3.03814,0.60546,68,0.68221,0.65814,0.11817,2019,3.07004769448449,4.2752342393575,5.014
122,Mauritania,Middle East and North Africa,4.4903,3.38244,0.71889,67,0.1042,0.1866,0.19474,2019,0.139308524548838,5.32804482625433,10.416
123,Mozambique,Sub-Saharan Africa,4.4662,1.20922,0.60707,65,0.78218,0.34878,0.30432,2019,-0.646283515954551,4.67764534705535,4.462
124,Tunisia,Middle East and North Africa,4.4606,5.46875,0.61585,73,0.26453,0.1039,0.12122,2019,0.613127731689971,7.17504222697531,17.153
125,Bangladesh,South Asia,4.4558,3.33871,0.5717,71,0.83548,0.29298,0.31678,2019,6.97264399779152,3.65813755162172,4.504
126,Iraq,Middle East and North Africa,4.4372,6.19404,0.60346,68,0.38121,0.26171,0.19635,2019,3.14043943264693,-2.67444003580694,14.096
128,Mali,Sub-Saharan Africa,4.3904,2.28528,0.68039,63,0.51852,0.27052,0.11474,2019,1.87829272937594,1.00124513753603,3.29
129,Sierra Leone,Sub-Saharan Africa,4.3742,1.59292,0.51807,62,0.48972,0.4458,0.09945,2019,3.08171137743476,9.91558341426423,3.204
130,Sri Lanka,South Asia,4.3659,5.63751,0.77902,73,0.74517,0.43111,0.10278,2019,-0.829146715022418,3.8705276123282,4.67
131,Myanmar,Southeast Asia,4.3604,4.21509,0.7271,68,0.83234,1.0,0.3804,2019,5.83309474734135,5.42293300468495,0.407
132,Chad,Sub-Saharan Africa,4.3495,2.07803,0.47205,61,0.27523,0.35038,0.1726,2019,2.04363651475524,-2.65592185944395,1.077
133,Ukraine,Commonwealth of Independent States,4.3322,4.87103,0.85639,71,0.28197,0.33024,0.02155,2019,3.87284698333255,8.24622626642469,8.194
134,Ethiopia,Sub-Saharan Africa,4.2858,1.99761,0.63626,67,0.54516,0.36875,0.22145,2019,5.48664148021712,12.8604326413094,2.928
136,Uganda,Sub-Saharan Africa,4.1894,1.97369,0.65864,66,0.56366,0.44562,0.13222,2019,2.88958690241905,3.00001181631713,3.057
138,Zambia,Sub-Saharan Africa,4.1066,3.42973,0.65167,65,0.68203,0.43673,0.1912,2019,-1.51894951073589,7.63347048076743,5.538
139,Togo,Sub-Saharan Africa,4.0849,1.63448,0.35251,65,0.46411,0.31216,0.18844,2019,2.39010092347198,0.0125767477580467,2.036
140,India,South Asia,4.0152,4.4826,0.47112,68,0.78838,0.35259,0.18714,2019,2.79675759965889,2.40551716106513,6.51
141,Liberia,Sub-Saharan Africa,3.9753,0.43301,0.5678,66,0.58567,0.4121,0.07262,2019,-4.38160849244818,-0.560426634044902,3.071
142,Comoros,Sub-Saharan Africa,3.9728,1.62986,0.46632,67,0.22438,0.48586,0.17252,2019,-0.178316983862871,4.49211185756965,3.926
143,Madagascar,Sub-Saharan Africa,3.9327,1.62744,0.56423,68,0.23413,0.29867,0.08949,2019,1.73013722889858,6.52209064077279,2.479
144,Lesotho,Sub-Saharan Africa,3.8019,2.90331,0.71999,61,0.56815,0.18977,0.20603,2019,-2.56925986092637,3.57545446932066,16.876
145,Burundi,Sub-Saharan Africa,3.7753,0.27209,0.27559,65,0.34837,0.31112,0.39844,2019,1.08494176938687,0.293494889306075,1.043
146,Zimbabwe,Sub-Saharan Africa,3.6632,2.172,0.68611,66,0.57163,0.26697,0.19725,2019,-7.78558358121073,397.173739446395,7.373
147,Haiti,Latin America and Caribbean,3.5969,1.91754,0.42393,66,0.04096,0.74139,0.24352,2019,-2.98683711868885,19.8003879006213,14.095
148,Botswana,Sub-Saharan Africa,3.4884,6.18104,0.7054,68,0.7215,0.04417,0.22099,2019,1.57639094067899,0.508004101032185,20.094
150,Malawi,Sub-Saharan Africa,3.4098,1.13398,0.34499,67,0.70246,0.38545,0.19701,2019,2.9515101541935,7.72855642393151,4.964
152,Rwanda,Sub-Saharan Africa,3.3338,2.13461,0.43793,69,0.87853,0.3829,0.90753,2019,6.97929630145144,2.47117029507604,11.236
153,Tanzania,Sub-Saharan Africa,3.2307,2.82558,0.54498,67,0.66084,0.4883,0.3251,2019,2.71005881950599,2.2804089300173,1.735
154,Afghanistan,South Asia,3.2033,2.07608,0.31842,64,0.0,0.27951,0.05495,2019,0.856294729087764,6.52147984832531,11.187
155,Central African Republic,Sub-Saharan Africa,3.083,0.15681,0.0,59,0.35688,0.41541,0.07791,2019,1.72290159793216,2.32783705140642,5.916
1,Finland,Western Europe,7.8087,8.36344,0.96896,72,0.95535,0.28022,0.10373,2020,-2.63099855258851,1.63841596860614,7.759
2,Denmark,Western Europe,7.6456,8.63519,0.97149,72,0.95928,0.42609,0.07109,2020,-2.06613837683189,2.82692168535247,5.644
3,Switzerland,Western Europe,7.5599,9.05054,0.95143,74,0.90723,0.47218,0.23486,2020,-2.85415823647342,-0.699187710432241,4.817
4,Iceland,Western Europe,7.5045,8.63228,1.0,73,0.95487,0.63587,0.7289,2020,-8.14886569197427,4.34111995668603,5.478
5,Norway,Western Europe,7.488,9.2681,0.96614,73,0.96672,0.5054,0.1858,2020,-1.85769609648001,-2.51726060256269,4.424
6,Netherlands,Western Europe,7.4489,8.71326,0.94577,72,0.88512,0.59022,0.30871,2020,-4.40052537279003,2.35573022306261,3.82
7,Sweden,Western Europe,7.3535,8.60451,0.92619,73,0.93801,0.4788,0.17086,2020,-2.63997048116038,1.79876774959563,8.291
8,New Zealand,North America and ANZ,7.2996,8.08445,0.961,73,0.93295,0.57164,0.13484,2020,-2.31391634084866,1.91744603593378,4.595
9,Austria,Western Europe,7.2942,8.5723,0.92884,73,0.87032,0.44841,0.47248,2020,-6.70639361073974,2.59313253599376,5.201
10,Luxembourg,Western Europe,7.2375,10.0,0.89659,73,0.88009,0.34389,0.31158,2020,-2.15417448261604,3.86906326889533,6.766
11,Canada,North America and ANZ,7.2321,8.47054,0.92751,74,0.92897,0.49407,0.34035,2020,-6.06240642306676,1.07081026105622,9.657
12,Australia,North America and ANZ,7.2228,8.52747,0.9545,74,0.89702,0.57032,0.3698,2020,-1.35774770320791,1.86583412216189,6.394
13,United Kingdom,Western Europe,7.1645,8.28451,0.94202,72,0.75752,0.65536,0.39493,2020,-10.2001887936603,4.84234085720969,4.472
14,Israel,Middle East and North Africa,7.1286,7.9162,0.90675,73,0.60683,0.46833,0.81263,2020,-3.73449084409626,1.05710682132421,4.169
15,Costa Rica,Latin America and Caribbean,7.1214,6.38461,0.8884,71,0.9304,0.23037,0.81926,2020,-4.93444227198336,0.772593247062218,16.432
16,Ireland,Western Europe,7.0937,9.41569,0.95026,72,0.84784,0.51846,0.29959,2020,5.80801946810749,-2.06419100307969,5.623
17,Germany,Western Europe,7.0758,8.55212,0.88432,72,0.81393,0.44232,0.41976,2020,-4.21020011825779,1.75745290166456,3.881
18,United States,North America and ANZ,6.9396,8.94129,0.90774,68,0.77114,0.52323,0.71437,2020,-2.56180738534749,0.67870182942977,8.055
20,Belgium,Western Europe,6.8635,8.43276,0.90379,72,0.72094,0.25792,0.60852,2020,-5.20244011003201,1.59611667576401,5.545
21,United Arab Emirates,Middle East and North Africa,6.7908,9.31287,0.80848,67,0.94182,0.49254,0.58697,2020,-8.258825738052,-9.8538526309173,4.294
22,Malta,Western Europe,6.7728,8.1508,0.9324,72,0.91341,0.59876,0.66452,2020,-5.62564990910049,1.93606358834215,4.856
23,France,Western Europe,6.6638,8.25242,0.94267,74,0.74149,0.19762,0.57367,2020,-7.74056751254994,2.97797868174696,8.009
24,Mexico,Latin America and Caribbean,6.465,6.66626,0.79243,68,0.79896,0.14583,0.84407,2020,-9.10287154605422,4.61979013292664,4.44
26,Uruguay,Latin America and Caribbean,6.4401,6.96959,0.92085,69,0.85719,0.23191,0.63721,2020,-7.40535234478858,10.723425814045,10.413
27,Saudi Arabia,Middle East and North Africa,6.4065,8.68321,0.84646,66,0.79115,0.15345,0.69367,2020,-8.3434729070232,-10.1884717880763,7.66
28,Spain,Western Europe,6.4009,8.00777,0.91828,74,0.61446,0.2901,0.79447,2020,-11.3931290455953,1.13391454164042,15.532
29,Guatemala,Latin America and Caribbean,6.3989,4.9055,0.75878,65,0.88443,0.29942,0.81552,2020,-3.22007713683627,2.87230792041572,2.965
30,Italy,Western Europe,6.3874,8.04591,0.87059,74,0.46346,0.29881,0.9247,2020,-8.42323993924451,1.57740278796771,9.192
31,Singapore,Southeast Asia,6.3771,9.88875,0.90171,77,0.91641,0.38393,0.0,2020,-3.51423380533573,-2.39290245566239,4.1
32,Brazil,Latin America and Caribbean,6.3756,6.19961,0.88104,66,0.69712,0.23108,0.80021,2020,-3.83550546624957,6.47249962311274,13.697
33,Slovenia,Central and Eastern Europe,6.3634,7.86537,0.94644,71,0.93283,0.2557,0.85649,2020,-4.72524968037921,1.18953318282115,4.971
34,El Salvador,Latin America and Caribbean,6.3483,4.87377,0.74271,66,0.7559,0.20873,0.7805,2020,-8.07562588564387,0.653512318599752,5.008
36,Panama,Latin America and Caribbean,6.3048,7.14313,0.88923,70,0.8364,0.17059,0.89829,2020,-18.9421659787374,-0.494685734118832,14.663
38,Uzbekistan,Commonwealth of Independent States,6.2576,4.53351,0.92663,65,1.0,0.6376,0.47434,2020,-0.316556159759102,10.6103382243624,5.293
39,Chile,Latin America and Caribbean,6.2285,7.13874,0.85508,70,0.60219,0.27303,0.88212,2020,-6.98113061984451,9.66572269693961,10.934
40,Bahrain,Middle East and North Africa,6.2273,8.43829,0.84993,69,0.88046,0.50447,0.76237,2020,-5.17307400932464,-5.8288484641256,1.765
41,Lithuania,Western Europe,6.2155,7.76715,0.92588,67,0.60649,0.09423,0.84742,2020,0.068446214406265,2.03874418596244,8.487
42,Trinidad and Tobago,Latin America and Caribbean,6.1919,7.59849,0.90938,64,0.79757,0.34987,0.97172,2020,-8.97165770967038,-2.50273542696391,4.206
43,Poland,Central and Eastern Europe,6.1863,7.60882,0.84675,69,0.80474,0.11122,0.69889,2020,-0.861202002378917,4.23859434856777,3.155
44,Colombia,Latin America and Caribbean,6.1634,6.06636,0.86229,68,0.76001,0.16211,0.91401,2020,-8.50949477621059,1.48172462037553,15.983
45,Cyprus,Western Europe,6.159,7.89236,0.74257,74,0.66264,0.40001,0.90396,2020,-4.51403585865228,-1.20792435222243,7.755
46,Nicaragua,Latin America and Caribbean,6.1371,4.0349,0.82117,68,0.80793,0.37358,0.67349,2020,-3.4517971097024,6.28533991128614,6.18
47,Romania,Central and Eastern Europe,6.1237,7.29107,0.77182,67,0.77149,0.11966,0.99844,2020,-3.06561724934225,4.10704737847854,5.035
48,Kuwait,Middle East and North Africa,6.1021,9.27218,0.80435,67,0.82257,0.23297,0.7884,2020,-3.90774915473197,-16.4587787703847,3.489
49,Mauritius,Sub-Saharan Africa,6.1013,6.98692,0.90185,66,0.85225,0.32799,0.84228,2020,-14.5484955921362,2.51041368780427,8.626
50,Kazakhstan,Commonwealth of Independent States,6.0579,7.30534,0.93907,65,0.71752,0.26976,0.79281,2020,-3.86406094514987,4.21085829258907,4.89
51,Estonia,Western Europe,6.0218,7.75987,0.93904,69,0.8318,0.21961,0.62157,2020,-3.07548007766944,0.753338456718083,6.956
52,Philippines,Southeast Asia,6.006,5.04414,0.80474,62,0.89707,0.22685,0.75545,2020,-10.5488615065624,1.65049018681367,2.522
53,Hungary,Central and Eastern Europe,6.0004,7.57679,0.91951,68,0.55736,0.12371,0.94833,2020,-4.09730738033811,6.42661364413084,4.248
54,Thailand,Southeast Asia,5.9988,6.5533,0.87073,67,0.87909,0.66111,0.94028,2020,-6.20637326420599,-1.29877505741581,1.099
55,Argentina,Latin America and Caribbean,5.9747,6.69279,0.8869,69,0.75128,0.12302,0.88669,2020,-10.3361096878518,40.0830878011993,11.461
56,Honduras,Latin America and Caribbean,5.9532,3.89649,0.76679,67,0.81952,0.4502,0.83718,2020,-10.5484174868395,3.40198228348704,10.982
57,Latvia,Western Europe,5.95,7.42769,0.91395,67,0.47485,0.13234,0.83046,2020,-2.78996380720736,2.39332693904262,8.098
58,Ecuador,Latin America and Caribbean,5.9252,5.55344,0.789,69,0.80089,0.20183,0.83729,2020,-10.3108339169142,-1.82595653187617,6.116
59,Portugal,Western Europe,5.9109,7.60603,0.86557,72,0.85089,0.09308,0.94798,2020,-8.30107079726919,2.10314290097442,6.85
60,Jamaica,Latin America and Caribbean,5.8898,5.06976,0.91,67,0.79785,0.20405,0.94345,2020,-8.54632871499803,2.63100051026382,6.501
62,Japan,East Asia,5.8708,8.24327,0.86092,75,0.71468,0.06267,0.65969,2020,-3.88641911578898,0.933912186858549,2.809
63,Peru,Latin America and Caribbean,5.7968,5.97751,0.78084,68,0.74027,0.16078,0.9493,2020,-11.989123385761,3.71917119669504,7.179
64,Serbia,Central and Eastern Europe,5.7782,6.43064,0.85776,68,0.57038,0.26374,0.8885,2020,-0.288042264925664,2.6493593974983,9.011
65,Bolivia,Latin America and Caribbean,5.7475,4.75687,0.73816,64,0.82863,0.24284,0.86319,2020,-13.7898619967426,-1.17503822390712,7.903
66,Pakistan,South Asia,5.6933,4.01385,0.5641,58,0.5848,0.40137,0.77007,2020,-3.03889328268374,9.9444982105729,5.994
67,Paraguay,Latin America and Caribbean,5.6921,5.84372,0.8841,66,0.846,0.35854,0.87794,2020,-2.15166731598009,2.20392146772468,7.548
68,Dominican Republic,Latin America and Caribbean,5.6892,6.39817,0.8587,66,0.81191,0.1969,0.78253,2020,-8.88467221699831,5.45467337342448,6.126
69,Bosnia and Herzegovina,Central and Eastern Europe,5.6741,5.97651,0.77799,68,0.44047,0.46332,0.9978,2020,-1.65750707667169,0.0621485134519162,15.868
70,Moldova,Central and Eastern Europe,5.6075,4.60681,0.79952,65,0.56193,0.30545,0.97303,2020,-7.26326976771907,5.57500940096507,1.206
71,Tajikistan,Commonwealth of Independent States,5.5557,3.09027,0.78729,64,0.75171,0.32013,0.58403,2020,2.05116680370303,1.65596010469615,7.576
72,Montenegro,Central and Eastern Europe,5.5461,6.5736,0.81784,69,0.43738,0.26151,0.81537,2020,-14.970505034482,-0.460545438758615,17.878
75,Belarus,Commonwealth of Independent States,5.5399,6.63025,0.89634,66,0.4194,0.15783,0.63687,2020,-0.251224685296094,11.8774650462643,4.049
77,Greece,Middle East and North Africa,5.515,7.34098,0.75536,72,0.25029,0.0,0.90839,2020,-9.00116455331775,-0.363959702932064,15.899
79,Croatia,Central and Eastern Europe,5.5047,7.21703,0.84731,70,0.55023,0.20006,0.97688,2020,-7.48668905832953,0.797781470913478,7.389
80,Libya,Middle East and North Africa,5.4888,6.65016,0.77301,62,0.65105,0.25053,0.67691,2020,-30.4001717408883,-4.75412381683802,19.651
81,Mongolia,East Asia,5.4562,5.88851,0.94273,62,0.51308,0.46311,0.91272,2020,-6.26542378289111,3.70672176955705,6.413
82,Malaysia,Southeast Asia,5.3843,7.60356,0.75861,67,0.86105,0.48241,0.88341,2020,-6.7093351308522,-0.818007729183023,4.54
84,Indonesia,Southeast Asia,5.2856,5.80292,0.7462,62,0.81954,0.95232,0.9282,2020,-2.89423403981894,-0.401651435218994,4.255
86,Benin,Sub-Saharan Africa,5.216,2.38336,0.22773,54,0.5854,0.34515,0.7638,2020,1.12020264806804,2.87803228859791,1.518
87,Maldives,Southeast Asia,5.1976,6.1032,0.90612,71,0.79075,0.39346,0.86513,2020,-34.8311671109222,-3.36532461650745,5.42
89,Azerbaijan,Commonwealth of Independent States,5.1648,6.44425,0.76288,66,0.67468,0.0704,0.53615,2020,-4.85235140794201,-7.49363345867255,7.24
91,Ghana,Sub-Saharan Africa,5.148,3.74746,0.62444,57,0.68846,0.45856,0.8939,2020,-1.46830801654092,9.36557496583738,3.178
92,Nepal,South Asia,5.1372,2.88968,0.7113,64,0.69325,0.52819,0.76086,2020,-4.23182776858643,3.21740233241114,13.037
94,China,East Asia,5.1239,6.44595,0.73152,69,0.86778,0.13868,0.78008,2020,2.09686667315867,0.53000081660457,5.0
95,Turkmenistan,Commonwealth of Independent States,5.1191,6.56588,0.97603,62,0.7432,0.56708,0.93716,2020,3.67579761156229,-4.34974180757671,4.489
96,Bulgaria,Central and Eastern Europe,5.1015,6.81051,0.94379,67,0.60268,0.18222,1.0,2020,-2.15683103882644,4.3499123087899,5.037
97,Morocco,Middle East and North Africa,5.0948,4.93677,0.41692,66,0.64918,0.07026,0.85486,2020,-8.13866950405836,0.142417962079094,11.189
98,Cameroon,Sub-Saharan Africa,5.0849,3.27953,0.58138,53,0.63358,0.34752,0.89798,2020,-2.43476031121681,0.705572037621721,3.881
101,Senegal,Sub-Saharan Africa,4.9808,3.28021,0.61683,60,0.50832,0.28851,0.84645,2020,-1.29147593329481,1.60273383045899,3.432
102,Guinea,Sub-Saharan Africa,4.9493,2.538,0.48551,54,0.53641,0.43785,0.78955,2020,2.06694997562413,4.24998016732003,6.007
103,Niger,Sub-Saharan Africa,4.9096,0.70497,0.45478,54,0.62791,0.36534,0.742,2020,0.189464640804786,1.16297974177712,0.591
105,Albania,Central and Eastern Europe,4.8827,5.90009,0.53664,69,0.66633,0.30015,0.95243,2020,-1.81016536329729,0.0410649985799267,11.639
106,Cambodia,Southeast Asia,4.8484,3.54424,0.69233,62,0.97356,0.40951,0.86339,2020,-4.96368199399319,-0.824281402832511,0.172
107,Bangladesh,South Asia,4.8328,3.61922,0.5614,65,0.87142,0.31018,0.66851,2020,2.58647816564581,3.84106338588026,5.539
108,Gabon,Sub-Saharan Africa,4.8293,6.42975,0.71493,60,0.53292,0.09128,0.89533,2020,-4.15528083293282,-9.00986856166099,21.279
109,South Africa,Sub-Saharan Africa,4.8141,5.87073,0.81359,57,0.62715,0.22184,0.8884,2020,-7.67873309598839,5.3913943350576,29.217
110,Iraq,Middle East and North Africa,4.7848,6.39054,0.65358,60,0.40906,0.26851,0.86277,2020,-13.9675322686437,-11.2201963874294,15.766
111,Lebanon,Middle East and North Africa,4.7715,5.78673,0.77056,67,0.2676,0.2782,0.95964,2020,-20.1290983815185,85.5420423400206,13.252
112,Burkina Faso,Sub-Saharan Africa,4.7687,1.96832,0.60055,54,0.46504,0.32711,0.76291,2020,-0.443420002406739,6.46559578788029,4.59
114,Mali,Sub-Saharan Africa,4.7293,2.29367,0.62882,52,0.54457,0.29776,0.88344,2020,-4.1067984565496,0.473313577919129,3.528
115,Nigeria,Sub-Saharan Africa,4.7241,4.20324,0.63759,50,0.62758,0.38842,0.91074,2020,-8.34242347930724,11.2524842438544,5.714
116,Armenia,Commonwealth of Independent States,4.6768,5.25981,0.66852,67,0.54535,0.18818,0.80378,2020,-7.16866452731679,1.80659270159933,18.175
117,Georgia,Commonwealth of Independent States,4.6726,5.51319,0.47248,64,0.7003,0.08355,0.67348,2020,-6.35478715206467,6.84793338769904,11.734
119,Jordan,Middle East and North Africa,4.6334,5.10959,0.73672,67,0.61283,0.16057,0.71514,2020,-2.86253982856009,-0.708587970279524,19.213
120,Mozambique,Sub-Saharan Africa,4.6236,1.16317,0.61723,54,0.80888,0.38683,0.69416,2020,-4.10527399484737,3.17166106815796,5.019
121,Kenya,Sub-Saharan Africa,4.583,3.10029,0.58484,60,0.74889,0.69128,0.87396,2020,-2.2103217118529,4.94885283291357,5.613
122,Namibia,Sub-Saharan Africa,4.5711,5.46688,0.80497,57,0.64131,0.13417,0.89812,2020,-10.7372931134497,4.63153061468802,21.003
123,Ukraine,Commonwealth of Independent States,4.5607,5.07872,0.8538,65,0.46075,0.31335,0.9819,2020,-3.08458576352871,10.2949601378763,9.475
124,Liberia,Sub-Saharan Africa,4.5579,1.13298,0.59496,56,0.58555,0.39832,0.90408,2020,-4.97470394166794,-1.38060188980627,4.102
126,Uganda,Sub-Saharan Africa,4.432,2.03255,0.67999,56,0.5794,0.46473,0.8803,2020,-0.423922683361482,2.72148444149991,3.819
127,Chad,Sub-Saharan Africa,4.4227,1.96715,0.4776,48,0.32974,0.36995,0.83916,2020,-3.51319644461273,-1.19280936481793,1.695
128,Tunisia,Middle East and North Africa,4.3922,5.69243,0.56357,67,0.34021,0.09807,0.91766,2020,-9.72752601384167,6.76250396240081,17.651
129,Mauritania,Middle East and North Africa,4.3746,3.51203,0.7194,57,0.26788,0.22621,0.77069,2020,-3.22895410596585,6.4408732898183,11.051
130,Sri Lanka,South Asia,4.327,5.8437,0.77214,67,0.76252,0.44342,0.90726,2020,-5.12926234602416,3.10430535364954,5.364
133,Myanmar,Southeast Asia,4.308,4.41271,0.70962,59,0.86183,1.0,0.64827,2020,-9.69306034482335,5.34411000806585,1.476
