Ranking,Country,Region,Happiness_Score,GDP_per_capita,Social_Support,Healthy_Life_Expectancy,Freedom,Generosity,Corruption,Year,GDP_Growth,Inflation,Unemployment
39,Guatemala,Latin America and Caribbean,6.324,9.95073,0.73626,66,0.82794,0.35145,0.17223,2016,0.803225184137091,2.70719542043953,2.583
81,Azerbaijan,Commonwealth of Independent States,5.291,9.92557,0.64265,66,0.58057,0.0688,0.35458,2016,-4.14117487259738,14.6283389647903,5.0
101,Mongolia,East Asia,4.907,9.90815,0.92104,67,0.59117,0.42135,0.06502,2016,-0.547071462431205,2.99312676057677,7.235
54,Kazakhstan,Commonwealth of Independent States,5.919,9.97172,0.80746,67,0.66592,0.18313,0.22034,2016,-0.438395201172128,13.6384336176426,4.96
89,Dominican Republic,Latin America and Caribbean,5.155,9.97101,0.84086,67,0.85883,0.25967,0.24488,2016,5.54040978660888,2.0153931389807,7.284
70,Paraguay,Latin America and Caribbean,5.538,9.89537,0.93902,68,0.75984,0.30859,0.14639,2016,2.76597250767421,4.13475444404089,5.255
104,Honduras,Latin America and Caribbean,4.871,9.30923,0.63888,68,0.4397,0.24936,0.1367,2016,1.96051068302054,3.67806814426042,6.727
123,Ukraine,Western Europe,4.324,9.98844,0.85707,68,0.21133,0.24841,0.03621,2016,2.94151228987063,17.0971349238438,9.35
34,Saudi Arabia,Middle East and North Africa,6.379,9.85068,0.71691,68,0.62293,0.18857,0.59396,2016,-2.03439520588341,-2.26181980307467,5.6
73,Jamaica,Latin America and Caribbean,5.51,9.99455,0.81446,68,0.71649,0.27138,0.08499,2016,2.49050959451111,3.62433342172675,8.634
90,Morocco,Middle East and North Africa,5.151,9.90293,0.32618,68,0.42148,0.04944,0.16635,2016,-0.693616602037565,0.969883868049919,9.3
98,Tunisia,Middle East and North Africa,5.045,9.86052,0.3648,68,0.38707,0.04802,0.16171,2016,0.0084982715857364,4.93516491002109,15.557
46,El Salvador,Latin America and Caribbean,6.068,9.96561,0.68434,68,0.61248,0.1083,0.21006,2016,2.25589267443243,0.657746207396585,4.418
31,Colombia,Latin America and Caribbean,6.481,9.95212,0.86346,68,0.73519,0.19063,0.10686,2016,1.08114925712198,5.14833430514589,8.922
80,Jordan,Middle East and North Africa,5.303,9.72954,0.72863,69,0.59201,0.17399,0.2632,2016,-2.71126216102509,1.36200664175068,15.275
17,Brazil,Latin America and Caribbean,6.952,9.98032,0.8784,69,0.66437,0.19246,0.2804,2016,-4.01012719205779,8.10360437332622,11.58
38,Algeria,Middle East and North Africa,6.355,9.83726,0.70406,69,0.34521,0.08593,0.31981,2016,1.78594064734014,0.856688224051865,10.202
117,Sri Lanka,South Asia,4.415,9.94924,0.71652,69,0.83515,0.57311,0.15763,2016,3.86979649875681,5.44322171879568,4.242
47,Malaysia,Southeast Asia,6.005,9.8289,0.74392,69,0.64144,0.50595,0.17975,2016,2.62004557566016,1.65825996642414,3.44
64,Peru,Latin America and Caribbean,5.743,9.99132,0.68671,70,0.61631,0.17722,0.10475,2016,2.57623039728159,3.08088269037734,3.741
61,Belarus,Commonwealth of Independent States,5.802,9.96713,0.88732,70,0.47809,0.17008,0.34554,2016,-2.61191381567238,8.34191706191312,5.844
88,Montenegro,Western Europe,5.161,9.97972,0.62685,70,0.24833,0.20972,0.2518,2016,3.32318817615919,5.27643333909262,17.732
41,Kuwait,Middle East and North Africa,6.239,9.78917,0.74167,70,0.70941,0.19477,0.4685,2016,-1.43152053599024,-6.83784298382099,2.16
68,Latvia,Western Europe,5.56,9.88524,0.80308,70,0.46009,0.21282,0.17596,2016,3.49318640044002,0.607930583315365,9.643
126,Georgia,Western Europe,4.252,9.96148,0.16268,70,0.53347,0.08278,0.63102,2016,3.38835328316745,2.27481842989697,16.604
121,Armenia,Commonwealth of Independent States,4.36,9.83195,0.52801,70,0.23069,0.09507,0.07157,2016,0.611877151180408,0.268575076501392,17.617
86,Serbia,Western Europe,5.177,9.78779,0.68733,70,0.25832,0.25297,0.08589,2016,3.5158880281917,1.54382740998828,15.257
60,Lithuania,Western Europe,5.813,9.9342,0.8993,70,0.31108,0.0247,0.03602,2016,3.87744054624235,0.987472424308564,7.862
33,Thailand,Southeast Asia,6.474,9.94463,0.88296,70,0.81437,0.71606,0.05608,2016,2.96944155296718,2.63616761998928,0.688
48,Nicaragua,Latin America and Caribbean,5.992,9.99201,0.75656,70,0.76555,0.36322,0.32247,2016,3.16650951067395,4.58973944933807,3.9
42,Bahrain,Middle East and North Africa,6.218,9.98695,0.79777,71,0.77858,0.20918,0.51013,2016,-0.0791098754103388,0.35724777804711,1.19
66,Mauritius,Sub-Saharan Africa,5.648,9.91893,0.63972,71,0.75836,0.45078,0.10299,2016,3.79113070734437,2.39292354905567,6.814
71,Romania,Western Europe,5.528,9.87727,0.61527,71,0.60334,0.15724,0.01344,2016,3.45169541464914,2.61991857394388,5.901
91,Hungary,Western Europe,5.145,9.95659,0.78735,71,0.32491,0.12077,0.08852,2016,2.83749039789862,1.32255007729512,5.115
129,Bulgaria,Central and Eastern Europe,4.217,9.97792,0.78209,71,0.34872,0.15607,0.01218,2016,4.37288163509066,3.32355972470152,7.575
72,Estonia,Western Europe,5.517,9.99915,0.88875,72,0.68221,0.10275,0.36656,2016,3.06301090349199,2.43852660721117,6.882
51,Ecuador,Latin America and Caribbean,5.976,9.99859,0.72659,72,0.66181,0.12289,0.35702,2016,-2.12550882201938,1.17114450392724,4.597
57,Poland,Western Europe,5.835,9.97051,0.88472,72,0.74267,0.1762,0.10886,2016,3.07547528252388,0.0828624483893066,6.141
26,Argentina,Latin America and Caribbean,6.65,9.92469,0.90101,72,0.6949,0.13406,0.14442,2016,-3.02450095578762,41.1193799882279,8.088
74,Croatia,Central and Eastern Europe,5.488,9.69673,0.51391,73,0.3929,0.22489,0.07922,2016,4.59659233874163,0.0144609115417182,13.015
87,Bosnia and Herzegovina,Central and Eastern Europe,5.163,9.77892,0.54398,73,0.15631,0.36463,0.0,2016,4.59597025623206,1.3333075043618,25.408
25,Panama,Latin America and Caribbean,6.701,9.96471,0.83593,73,0.80409,0.29498,0.16672,2016,2.77979898980544,2.47501552591041,4.717
21,Mexico,Latin America and Caribbean,6.778,9.97271,0.60393,73,0.61972,0.14317,0.36331,2016,0.790955216102532,6.07758782303863,3.853
36,Qatar,Middle East and North Africa,6.375,10.0,0.7434,73,0.93147,0.39511,0.95108,2016,-2.45109169349175,-8.97657798957681,0.15
29,Uruguay,Latin America and Caribbean,6.545,9.98467,0.87168,73,0.89382,0.22027,0.42346,2016,1.35078037686081,8.1654565431532,7.841
28,United Arab Emirates,Middle East and North Africa,6.573,9.96966,0.73622,74,0.92385,0.32439,0.70389,2016,0.574841518832997,-5.41837431832437,1.64
109,Albania,Central and Eastern Europe,4.655,9.77705,0.42394,74,0.5237,0.20543,0.10493,2016,5.52482598081943,-0.864265221201691,15.418
83,China,East Asia,5.245,9.99912,0.67087,74,0.72331,0.06049,0.05434,2016,6.16542718232793,1.47744121334065,4.56
14,Costa Rica,Latin America and Caribbean,7.087,9.9324,0.86331,75,0.90759,0.27513,0.20876,2016,3.1560705780562,1.95876480203574,8.085
93,Lebanon,Middle East and North Africa,5.129,9.98855,0.54243,75,0.43104,0.28904,0.06058,2016,3.95420458700914,0.87129520217637,9.794
13,United States,North America and ANZ,7.104,9.97785,0.88553,75,0.79153,0.50111,0.2943,2016,1.02266589117943,0.85147588450198,4.869
63,Slovenia,Western Europe,5.768,9.92202,0.89256,76,0.87371,0.31399,0.07195,2016,2.95902414777296,0.885482436856336,8.0
94,Portugal,Western Europe,5.123,9.966,0.79752,76,0.73505,0.14262,0.0301,2016,2.32643063621838,1.8540870315521,11.058
1,Denmark,Western Europe,7.526,9.97766,0.98351,76,0.95223,0.44126,0.8799,2016,2.27180151789635,0.42651293565801,5.989
4,Norway,Western Europe,7.498,9.70015,0.95237,76,0.97963,0.46229,0.70814,2016,0.277407788765373,-1.59809716772187,4.68
99,Greece,Western Europe,5.033,9.97503,0.63784,76,0.09568,0.0,0.08169,2016,0.384851865059588,-0.489961144384012,23.514
30,Malta,Western Europe,6.488,9.98752,0.92861,76,0.90379,0.68605,0.34747,2016,1.72282096153398,2.12536934254719,4.694
12,Austria,Western Europe,7.119,9.98799,0.91597,77,0.89329,0.40093,0.42257,2016,1.01887723192984,1.81475082333313,6.064
23,United Kingdom,Western Europe,6.725,9.97265,0.91841,77,0.82231,0.61188,0.54233,2016,1.39799087279013,1.73539354292218,4.909
5,Finland,Western Europe,7.413,9.83367,0.95891,77,0.93846,0.31099,0.81162,2016,2.27754373131673,0.05519539775689,8.818
7,Netherlands,Western Europe,7.339,9.84579,0.86974,77,0.90736,0.57844,0.59237,2016,1.88065314524779,0.565543760069971,6.007
19,Ireland,Western Europe,6.907,9.94988,0.98167,77,0.88759,0.54852,0.58894,2016,-0.0687294094505688,0.11646501817107,8.374
16,Germany,Western Europe,6.994,9.97881,0.92772,77,0.87868,0.3715,0.56513,2016,1.40038690062336,1.25424485239203,4.104
24,Chile,Latin America and Caribbean,6.705,9.98816,0.76557,77,0.62104,0.38544,0.22665,2016,0.52983351729867,4.56065603684756,6.926
18,Belgium,Western Europe,6.929,9.98917,0.88948,77,0.84396,0.29571,0.51954,2016,0.682454832714654,1.89528913569444,7.83
6,Canada,North America and ANZ,7.404,9.99918,0.92634,77,0.94284,0.54695,0.62012,2016,-0.0982963624127819,0.716978150638226,7.038
8,New Zealand,North America and ANZ,7.334,9.82821,0.99115,78,0.95561,0.60266,0.82945,2016,1.47418017961533,2.42047714591187,5.147
10,Sweden,Western Europe,7.291,9.89265,0.91919,78,0.95678,0.46667,0.80891,2016,0.855975824436371,1.65920932545671,6.99
32,France,Western Europe,6.478,9.979,0.84942,78,0.76521,0.14835,0.35249,2016,0.594243752389232,0.517258232209031,10.057
20,Luxembourg,Western Europe,6.871,9.15144,0.87892,78,0.90176,0.33635,0.6993,2016,2.73979148676671,-1.10761662343417,6.669
69,Cyprus,Western Europe,5.546,9.93412,0.59748,78,0.48492,0.34044,0.10348,2016,6.01835711404337,-0.574742494242457,13.006
11,Israel,Middle East and North Africa,7.267,9.95569,0.84121,78,0.59874,0.39389,0.17276,2016,2.4319477135746,0.3486575843515,4.723
50,Italy,Western Europe,5.977,9.95971,0.88034,78,0.3094,0.20353,0.05059,2016,1.42884453159633,1.24817184167345,11.688
9,Australia,North America and ANZ,7.313,9.97098,0.93365,78,0.93407,0.57834,0.63995,2016,1.16312811538609,-0.673417495929741,5.711
2,Switzerland,Western Europe,7.509,9.64149,0.96787,79,0.96235,0.34259,0.81557,2016,0.960131696221239,-0.583291614274671,4.918
3,Iceland,Western Europe,7.501,9.88557,1.0,79,0.93058,0.58165,0.29641,2016,4.75387973177391,2.69882350573654,2.978
37,Spain,Western Europe,6.361,9.88808,0.95452,79,0.61702,0.2155,0.12148,2016,2.83577124069477,0.372182539615821,19.635
53,Japan,East Asia,5.921,9.87032,0.89629,81,0.76848,0.12473,0.37579,2016,0.805362824501671,0.419944376171273,3.132
22,Singapore,East Asia,6.739,9.62602,0.73321,82,0.8015,0.399,0.93005,2016,2.41021443466256,0.522019607887785,4.08
3,Iceland,Western Europe,7.504,7.91458,1.0,71,0.95277,0.56742,0.33066,2017,1.08598544714937,1.57374573775908,2.742
15,Ireland,Western Europe,6.977,8.20897,0.9675,71,0.87066,0.51053,0.64265,2017,8.63259519638329,1.49398382531361,6.713
2,Denmark,Western Europe,7.522,7.92394,0.96309,70,0.95102,0.42392,0.86316,2017,2.39559065097636,1.10061874801856,5.833
47,Uzbekistan,Commonwealth of Independent States,5.971,4.20385,0.96175,62,1.0,0.49636,0.53096,2017,2.64127716153368,33.6793703838878,5.83
8,New Zealand,North America and ANZ,7.314,7.51407,0.96127,71,0.93287,0.59661,0.82449,2017,1.24183177643995,3.61462378170478,4.736
5,Finland,Western Europe,7.469,7.71648,0.95633,71,0.93878,0.29291,0.82405,2017,3.06123169296772,0.836045933090816,8.64
1,Norway,Western Europe,7.537,8.64065,0.95216,70,0.96532,0.43196,0.68051,2017,1.63950712591077,4.08094936089482,4.164
34,Spain,Western Europe,6.403,7.40017,0.95127,73,0.62101,0.22687,0.15273,2017,2.64617061107108,1.25794431812474,17.224
4,Switzerland,Western Europe,7.494,8.36545,0.94185,72,0.942,0.34669,0.79044,2017,0.421326259922779,-0.367869312919012,4.797
9,Australia,North America and ANZ,7.284,7.9348,0.93758,72,0.91395,0.57,0.64867,2017,0.62251098729871,3.64623358006087,5.592
70,Paraguay,Latin America and Caribbean,5.493,4.98479,0.93587,64,0.71934,0.26746,0.19613,2017,3.32962942295241,2.15920929175478,6.138
19,United Kingdom,Western Europe,6.714,7.70612,0.92915,71,0.77203,0.58798,0.57166,2017,2.46254947655839,1.54252781517637,4.501
59,Turkmenistan,Commonwealth of Independent States,5.822,6.04446,0.92709,60,0.63543,0.29821,0.5584,2017,4.09374782222559,-1.54244268478659,4.035
100,Mongolia,East Asia,4.955,5.49099,0.92701,63,0.59878,0.40386,0.07086,2017,3.6220070103727,10.8004464117482,6.359
27,Malta,Western Europe,6.527,7.18037,0.92415,71,0.89444,0.68577,0.32967,2017,9.92374326439017,2.13572833954292,4.008
7,Canada,North America and ANZ,7.316,7.90695,0.91976,71,0.92837,0.51969,0.61892,2017,1.8094644720755,2.57101464490069,6.426
10,Sweden,Western Europe,7.284,7.9881,0.91779,71,0.93114,0.45986,0.8279,2017,0.519214362381689,2.22554282042857,6.718
66,Estonia,Western Europe,5.611,7.06063,0.91686,67,0.72789,0.118,0.39467,2017,5.50685731354206,3.74109847269489,5.807
52,Lithuania,Western Europe,5.902,7.02697,0.9149,65,0.35584,0.01213,0.02556,2017,5.88872606993294,4.09579153130848,7.073
16,Germany,Western Europe,6.951,7.95355,0.91428,70,0.85456,0.40124,0.59601,2017,2.4144426920242,1.47661425586129,3.781
17,Belgium,Western Europe,6.891,7.8245,0.90795,71,0.82001,0.27623,0.54133,2017,1.08431151262542,1.98316343604859,7.09
13,Austria,Western Europe,7.006,7.94914,0.90647,71,0.86254,0.37762,0.47611,2017,1.56430689663536,0.975317906732371,5.561
18,Luxembourg,Western Europe,6.863,9.31139,0.90501,72,0.90639,0.33789,0.68669,2017,-1.11611347517193,2.14290452657747,5.523
62,Slovenia,Central and Eastern Europe,5.758,7.16929,0.90186,70,0.86985,0.28953,0.0972,2017,5.10589384792048,1.28763102357318,6.564
46,Poland,Central and Eastern Europe,5.973,6.90513,0.89764,68,0.79049,0.18908,0.12773,2017,5.13933542172569,1.77020284945432,4.867
67,Belarus,Commonwealth of Independent States,5.569,6.18227,0.89716,66,0.44877,0.18511,0.33666,2017,2.64480751685403,8.62314741010877,5.648
48,Italy,Western Europe,5.964,7.4572,0.89715,72,0.3896,0.20617,0.06037,2017,1.79499729937032,0.709821715080693,11.211
24,Argentina,Latin America and Caribbean,6.599,6.33588,0.89437,67,0.75127,0.13061,0.12866,2017,1.91639608148853,26.0063792819079,8.347
51,Japan,East Asia,5.92,7.57399,0.89182,74,0.76814,0.14387,0.3527,2017,1.75861180168305,-0.0743495037964408,2.822
105,Bulgaria,Central and Eastern Europe,4.714,6.20847,0.8906,68,0.4394,0.13504,0.0238,2017,4.1152395764986,4.81312099246594,6.164
22,Brazil,Latin America and Caribbean,6.635,5.91925,0.88869,65,0.66457,0.19372,0.23927,2017,0.587668928601474,3.67138450418945,12.792
6,Netherlands,Western Europe,7.377,8.03919,0.88722,71,0.88931,0.56139,0.60878,2017,2.17569091526914,1.43932706656167,4.837
32,Thailand,Southeast Asia,6.424,6.02892,0.88527,66,0.88143,0.68266,0.06809,2017,3.73797800283087,1.8999449899777,0.83
14,United States,North America and ANZ,6.993,8.26538,0.88162,70,0.76831,0.46843,0.29213,2017,1.75014094923958,1.68508382434676,4.355
12,Costa Rica,Latin America and Caribbean,7.079,5.93183,0.87944,69,0.88133,0.25608,0.2156,2017,3.17871970343413,2.8588837280198,7.729
28,Uruguay,Latin America and Caribbean,6.454,6.50835,0.87685,68,0.8802,0.20893,0.3835,2017,1.46549073530204,5.68010483514479,7.89
54,Latvia,Western Europe,5.85,6.73921,0.87218,66,0.49481,0.18265,0.15904,2017,4.31935869681359,2.70923995206107,8.715
86,Dominican Republic,Latin America and Caribbean,5.23,5.76969,0.87076,64,0.83948,0.22309,0.24541,2017,2.80931921775627,3.90748393888811,5.832
36,Colombia,Latin America and Caribbean,6.357,5.72291,0.87061,64,0.72539,0.17781,0.10051,2017,-0.101221554133033,5.13373589963346,9.086
132,Ukraine,Commonwealth of Independent States,4.096,4.78228,0.86586,64,0.18682,0.32224,0.0496,2017,2.86027869650954,22.0983174978017,9.5
31,France,Western Europe,6.442,7.64887,0.86167,72,0.71435,0.15483,0.37153,2017,1.78779549384231,0.586343157961707,9.409
101,South Africa,Sub-Saharan Africa,4.829,5.63779,0.85981,53,0.72806,0.16629,0.15617,2017,0.49869596172698,5.47332197481477,27.035
60,Kazakhstan,Commonwealth of Independent States,5.819,6.86647,0.85955,65,0.66457,0.24099,0.2569,2017,2.49076945691363,11.211105653729,4.9
38,Trinidad and Tobago,Latin America and Caribbean,6.168,7.277,0.85698,62,0.78789,0.38815,0.01931,2017,-5.06473832096466,7.79884899289809,3.389
11,Israel,Middle East and North Africa,7.213,7.35198,0.85453,72,0.61677,0.39386,0.18359,2017,2.34341452190721,0.0065518169634799,4.14
30,Panama,Latin America and Caribbean,6.452,6.59488,0.85261,68,0.83559,0.25124,0.15288,2017,3.94788151319156,1.7946937634494,5.338
76,Jamaica,Latin America and Caribbean,5.311,4.9476,0.84952,66,0.72056,0.27899,0.11903,2017,2.08054717136154,5.93805194018499,7.399
89,Portugal,Western Europe,5.195,7.03014,0.84879,70,0.75726,0.11348,0.03418,2017,3.56700126187077,1.53220089864148,8.878
68,Libya,Middle East and North Africa,5.525,5.88958,0.84291,62,0.70753,0.18146,0.19946,2017,30.3950611263495,1.80666382178316,19.053
26,Singapore,Southeast Asia,6.572,9.04591,0.84058,75,0.83531,0.41281,1.0,2017,4.38437834929044,2.86328612395911,4.2
75,Hungary,Central and Eastern Europe,5.324,6.87425,0.83395,67,0.26717,0.09355,0.07891,2017,4.47743568209606,4.03729273738615,4.156
97,Bhutan,South Asia,5.011,4.73291,0.83208,62,0.76193,0.56565,0.37342,2017,1.21137239128886,4.34963395866464,3.027
41,Bahrain,Middle East and North Africa,6.087,7.95617,0.82151,66,0.81542,0.20603,0.5536,2017,-0.457057166110175,4.61583421430929,1.18
43,Nicaragua,Latin America and Caribbean,6.071,3.94116,0.79923,66,0.67991,0.35996,0.28147,2017,3.24691576299918,4.12384905939905,3.3
37,Saudi Arabia,Middle East and North Africa,6.344,8.1818,0.79889,64,0.68325,0.17614,0.5889,2017,1.10646877226159,6.28576392488583,5.89
44,Ecuador,Latin America and Caribbean,6.008,5.34979,0.79858,67,0.69153,0.17912,0.30181,2017,4.36195467405905,0.932031656124835,3.836
42,Malaysia,Southeast Asia,6.084,6.90207,0.79763,65,0.61111,0.4971,0.14129,2017,3.96186564548185,3.77896094306453,3.41
20,Chile,Latin America and Caribbean,6.652,6.69664,0.79725,71,0.57257,0.38978,0.17723,2017,-0.235110167425177,4.82819188620873,7.257
127,Mali,Sub-Saharan Africa,4.19,2.54538,0.79566,52,0.4658,0.21878,0.22608,2017,2.06891771144161,1.67388511030441,1.498
81,Indonesia,Southeast Asia,5.262,5.32156,0.7913,62,0.67349,0.72989,0.03299,2017,4.00109865179923,4.29267812199525,3.783
35,Qatar,Middle East and North Africa,6.375,10.0,0.79121,68,0.91779,0.39432,0.94614,2017,-4.15596174260121,7.78758660231303,0.14
123,Mauritania,Middle East and North Africa,4.292,3.46627,0.7898,56,0.14599,0.24087,0.29497,2017,3.14237147997393,1.58393834945385,10.336
96,Tajikistan,Commonwealth of Independent States,5.041,2.80481,0.78945,63,0.7164,0.29711,0.31526,2017,4.50305161526772,9.80546714084267,7.035
21,United Arab Emirates,Middle East and North Africa,6.648,8.69346,0.78631,68,0.92419,0.43068,0.69887,2017,-4.15218113866617,6.80479703939245,2.462
120,Sri Lanka,South Asia,4.44,5.39806,0.78232,65,0.85259,0.5857,0.15863,2017,5.24982935111058,5.47284529625102,4.046
39,Kuwait,Middle East and North Africa,6.105,8.72879,0.78214,66,0.75403,0.2724,0.4634,2017,-8.16879129164303,16.2308752938419,2.23
73,Serbia,Central and Eastern Europe,5.395,5.71594,0.78121,66,0.31708,0.26266,0.0881,2017,2.90962447502095,2.9973452123824,13.477
29,Guatemala,Latin America and Caribbean,6.454,4.6612,0.77959,63,0.80716,0.33826,0.16632,2017,1.22202117929733,1.74794490810982,2.462
72,Philippines,Southeast Asia,5.43,4.58475,0.77855,61,0.88905,0.2309,0.21394,2017,5.56223020665776,2.32025994608939,2.552
56,Moldova,Central and Eastern Europe,5.838,3.89611,0.77725,64,0.36571,0.24912,0.02173,2017,5.99041199822246,6.25246649143298,1.622
87,Greece,,5.227,6.89283,0.76955,71,0.14543,0.0,0.09324,2017,1.67402014860588,0.2036135315862,21.413
74,Jordan,Middle East and North Africa,5.336,5.29736,0.76935,65,0.63566,0.20544,0.25803,2017,0.192083988017671,1.78355010971296,18.12
83,Montenegro,Central and Eastern Europe,5.237,5.99289,0.7689,67,0.29622,0.23615,0.1899,2017,3.11297073146422,4.65729032085737,16.082
58,Bolivia,Latin America and Caribbean,5.823,4.45677,0.76222,61,0.84882,0.26914,0.13025,2017,2.68372843487559,29.8668322336257,3.655
142,Botswana,Sub-Saharan Africa,3.766,5.99805,0.75846,57,0.76749,0.11854,0.21232,2017,2.6459126098983,-2.64993320934704,19.671
63,Peru,Latin America and Caribbean,5.715,5.5337,0.75673,66,0.68364,0.15132,0.10133,2017,1.01943141648242,3.61565826105974,3.691
95,Nigeria,Sub-Saharan Africa,5.074,4.18949,0.75487,49,0.60001,0.27557,0.05626,2017,-1.61585537268604,11.1189180817697,4.83
130,Sudan,Western Europe,4.139,3.52538,0.75377,56,0.02278,0.21754,0.19351,2017,-2.71987452387332,34.6223707315316,13.0
25,Mexico,Latin America and Caribbean,6.578,6.16423,0.75182,68,0.62701,0.14437,0.28596,2017,0.923425358691205,6.56759492961866,3.419
64,Mauritius,Sub-Saharan Africa,5.629,6.3578,0.75101,66,0.74629,0.43067,0.09085,2017,3.84430800639895,1.67581605046088,6.752
139,Lesotho,Sub-Saharan Africa,3.808,2.78507,0.73893,47,0.59349,0.18793,0.2565,2017,-4.33655999292874,2.01891023820184,16.379
45,El Salvador,Latin America and Caribbean,6.003,4.86317,0.73398,65,0.65697,0.09338,0.1938,2017,2.0380895055328,0.986566456267596,4.385
115,Senegal,Sub-Saharan Africa,4.535,2.5621,0.73247,59,0.57413,0.21892,0.24867,2017,4.3502357301897,0.598916826886537,4.078
99,Nepal,South Asia,4.962,2.56483,0.73221,62,0.66891,0.47024,0.15717,2017,8.76020605401564,8.26141254915089,10.66
79,China,East Asia,5.273,5.77927,0.72076,69,0.71825,0.03437,0.04909,2017,6.24626618729064,4.14602237470578,4.47
118,Gabon,Sub-Saharan Africa,4.465,6.40492,0.71752,58,0.47448,0.05225,0.16379,2017,-2.16361774149249,3.82030214446843,20.307
85,Azerbaijan,Commonwealth of Independent States,5.234,6.16647,0.71552,63,0.60487,0.05402,0.3898,2017,-0.824348468311783,16.226204549171,5.0
57,Romania,Central and Eastern Europe,5.825,6.50901,0.71409,67,0.69427,0.15932,0.00945,2017,8.82266657090874,4.65130664700149,4.927
91,Honduras,Latin America and Caribbean,5.181,3.90521,0.71027,64,0.5288,0.28182,0.15797,2017,2.92107278326836,4.5128429763521,5.528
65,Cyprus,Western Europe,5.621,7.24804,0.70246,72,0.53948,0.32366,0.08882,2017,4.85340888107815,1.02039376290533,11.155
133,Uganda,Sub-Saharan Africa,4.081,2.0389,0.70151,54,0.67328,0.38871,0.12291,2017,-0.406390812740796,4.64905081962502,3.428
88,Lebanon,Middle East and North Africa,5.225,5.74624,0.70138,69,0.43831,0.31555,0.0808,2017,3.57185811074811,2.7485363221939,10.258
114,Myanmar,Southeast Asia,4.545,1.96235,0.69741,59,0.78161,1.0,0.40666,2017,5.31957403505668,5.8734089465466,1.356
140,Angola,Sub-Saharan Africa,3.795,4.58865,0.68573,49,0.0,0.11685,0.15016,2017,-3.62286501702881,23.7128061508132,16.617
111,Namibia,Sub-Saharan Africa,4.574,5.15529,0.68204,57,0.79044,0.09204,0.20061,2017,-3.69773452685817,9.91903698902131,21.748
138,Zimbabwe,Sub-Saharan Africa,3.875,2.00905,0.67249,53,0.51103,0.22569,0.20541,2017,3.23409642689352,197.454659214138,6.35
50,Belize,Latin America and Caribbean,5.956,4.8535,0.67145,60,0.83177,0.28639,0.20801,2017,-4.06828153670182,3.06932498276909,6.596
90,Bosnia and Herzegovina,Central and Eastern Europe,5.182,5.25138,0.66395,68,0.31053,0.39241,0.0,2017,4.57868807789549,1.77870637884602,20.527
112,Kenya,Sub-Saharan Africa,4.553,2.99599,0.66309,56,0.68783,0.53081,0.13922,2017,1.60475183361922,7.58193402820181,3.542
134,Burkina Faso,Sub-Saharan Africa,4.032,1.87211,0.64777,54,0.49277,0.29933,0.25916,2017,3.21640521697573,1.41629727998107,4.662
153,Tanzania,Sub-Saharan Africa,3.349,2.73223,0.64697,58,0.59251,0.4227,0.14222,2017,3.23688527604725,2.67178986834044,1.854
121,Armenia,Commonwealth of Independent States,4.376,4.81405,0.62554,66,0.30126,0.09962,0.05745,2017,7.96544606461424,2.15064189848613,17.704
129,Cambodia,Southeast Asia,4.168,3.21668,0.62477,60,0.96221,0.46049,0.14668,2017,6.59196495590379,2.07650709154852,0.141
116,Zambia,Sub-Saharan Africa,4.514,3.40185,0.62288,55,0.70126,0.2978,0.16845,2017,0.398377780872721,10.0728370854916,4.529
135,Niger,Sub-Saharan Africa,4.028,0.86556,0.61657,55,0.55246,0.27286,0.29845,2017,1.33285572403285,0.368276728970102,0.556
106,Sierra Leone,Sub-Saharan Africa,4.709,1.96936,0.61105,47,0.48416,0.34966,0.15312,2017,0.774679247758442,7.49880792881387,3.656
117,Iraq,Middle East and North Africa,4.497,5.89443,0.60762,62,0.43837,0.23821,0.23092,2017,-3.98546687274897,14.6503597888451,13.02
77,Croatia,Central and Eastern Europe,5.293,6.53506,0.60102,68,0.38856,0.29592,0.09283,2017,4.95688757968964,1.23051587786904,11.078
137,Chad,Sub-Saharan Africa,3.936,2.34136,0.59225,48,0.24663,0.25787,0.1154,2017,-4.81719581978666,2.06223394685641,1.132
107,Cameroon,Sub-Saharan Africa,4.695,3.01644,0.58738,51,0.65384,0.28195,0.1105,2017,0.647004976201075,1.02514116066253,3.573
151,Rwanda,Sub-Saharan Africa,3.471,1.9711,0.58719,57,0.88393,0.30159,0.98043,2017,1.50906456900377,8.16262594714252,11.875
144,Madagascar,Sub-Saharan Africa,3.644,1.63467,0.56689,58,0.28742,0.24906,0.1448,2017,1.26236994297058,4.96153975601543,2.123
131,Ghana,Sub-Saharan Africa,4.12,3.56659,0.54246,56,0.64265,0.30656,0.05457,2017,5.78094585817396,10.6773082339139,3.369
148,Liberia,Sub-Saharan Africa,3.533,0.63633,0.5415,54,0.50571,0.31805,0.08388,2017,0.48341831127135,-2.61793415299387,3.067
113,Mozambique,Sub-Saharan Africa,4.55,1.25246,0.54062,50,0.73041,0.38449,0.38646,2017,-0.38371430909207,7.97801240165271,3.935
102,Tunisia,Middle East and North Africa,4.805,5.38424,0.53916,65,0.44008,0.05929,0.18678,2017,1.18340493178839,4.69875433897779,15.33
119,Ethiopia,Sub-Saharan Africa,4.46,1.81334,0.53687,58,0.62111,0.37306,0.35635,2017,6.61862070026751,6.67682221960871,2.665
